,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
178,"Sad to see a baby in so much pain. They need help and love, hopefully they will fijnd some",This baby is a fighter and will survive.,,"Sad to see a baby in so much pain. They need help and love, hopefully they will fijnd some",,This baby is a fighter and will survive.
179,"tiny little baby! seems to be okay, i'm glad.",sad and most dangerous time,,"tiny little baby! seems to be okay, i'm glad.",,sad and most dangerous time
180,notice or perceive (something) and register it as being significant.,New born baby in dire situation,,notice or perceive (something) and register it as being significant.,,New born baby in dire situation
181,fast hurry sanitary,THE BABY LOOKS RIDICULOUS AND WERE,,fast hurry sanitary,,THE BABY LOOKS RIDICULOUS AND WERE
182,"cute, tiny, fragi",The baby is alive and progressing,,"cute, tiny, fragi",,The baby is alive and progressing
183,premature. fear. worry.,This baby looks content taking its first bath,,premature. fear. worry.,,This baby looks content taking its first bath
184,This baby looks to be feeling poorly. I am so sad for them. They may be sick.,This baby has a change at life and is healthy,,This baby looks to be feeling poorly. I am so sad for them. They may be sick.,,This baby has a change at life and is healthy
185,Newborn. Premie? He's tiny.,Baby being given their first bath,,Newborn. Premie? He's tiny.,,Baby being given their first bath
186,This is sort of grossing me out since the baby is covered in placenta mattter.,Modern medicine is a miracle,,This is sort of grossing me out since the baby is covered in placenta mattter.,,Modern medicine is a miracle
187,A baby had a decease.,"This baby looks strong and healthy, like a survivor.",,A baby had a decease.,,"This baby looks strong and healthy, like a survivor."
188,"This poor sweet baby, born premature. Makes me feel really sad. I feel terriblt",A baby is born! I wonder if this is a home birth?,,"This poor sweet baby, born premature. Makes me feel really sad. I feel terriblt",,A baby is born! I wonder if this is a home birth?
189,Baby in small bowl,the baby was cleansed to ease their pain. Saf,,Baby in small bowl,,the baby was cleansed to ease their pain. Saf
190,A baby was bathing the tub,It's a tired baby in a little tiny bathtub,,A baby was bathing the tub,,It's a tired baby in a little tiny bathtub
191,WTF is thos a NICU bath?,A new baby. It might be fighting for his life. But I don't know.,,WTF is thos a NICU bath?,,A new baby. It might be fighting for his life. But I don't know.
192,"looks like a premature newborn, hopefully they make it and get the care they need",The baby is able to survive by doing this.,,"looks like a premature newborn, hopefully they make it and get the care they need",,The baby is able to survive by doing this.
193,"Tiny baby, likely premie, hopefully they survive.",They could be cleaning,,"Tiny baby, likely premie, hopefully they survive.",,They could be cleaning
194,OMG that is terrible.  Is that baby going to live?,SAVE THE CHILD,,OMG that is terrible.  Is that baby going to live?,,SAVE THE CHILD
195,poor little one having a rough start and hopefully is ok,This poor child is in dire need but with out medical tech now a days they can make it,,poor little one having a rough start and hopefully is ok,,This poor child is in dire need but with out medical tech now a days they can make it
196,"Wow, tiny and thriving, precious,","The baby was premature and they are doing well. They are yawning and lucid, a very good sign for an early birth!",,"Wow, tiny and thriving, precious,",,"The baby was premature and they are doing well. They are yawning and lucid, a very good sign for an early birth!"
197,Newborn baby. Looks premature.,This is a newborn baby finally starting a new life full of hope and dreams! THis is,,Newborn baby. Looks premature.,,This is a newborn baby finally starting a new life full of hope and dreams! THis is
198,Sad but beautiful they’re here,This new life is receiving a bath so they are clean and they have tubes set up to help them breathe and eat easier.,,Sad but beautiful they’re here,,This new life is receiving a bath so they are clean and they have tubes set up to help them breathe and eat easier.
199,"This makes me feel nauseus, pregnancy and birth is kind of gross.",A newborn is a blessing and this baby is breathing in new life.,,"This makes me feel nauseus, pregnancy and birth is kind of gross.",,A newborn is a blessing and this baby is breathing in new life.
200,aww looks like a premie taking a bath,This is a baby taking a bath. And not,,aww looks like a premie taking a bath,,This is a baby taking a bath. And not
201,Beautiful baby. So tiny. I feel bad for the baby because of the tubes.,baby will be in heaven soon,,Beautiful baby. So tiny. I feel bad for the baby because of the tubes.,,baby will be in heaven soon
202,"this baby is so tiny,",baby is born healthy,,"this baby is so tiny,",,baby is born healthy
203,"awww, what a sweet little one. It looks like they were born early and I hope everything works out well.",Born baby is having a bath,,"awww, what a sweet little one. It looks like they were born early and I hope everything works out well.",,Born baby is having a bath
204,I felt sad for the little baby,Such a cute newborn! We are so vulnerable at young ages.,,I felt sad for the little baby,,Such a cute newborn! We are so vulnerable at young ages.
205,I feel glad the tiny baby is alove,The miracle of life. He wants to live.,,I feel glad the tiny baby is alove,,The miracle of life. He wants to live.
206,I hope the baby is healthy.,"so tiny,i'm happy she is alive, but o",,I hope the baby is healthy.,,"so tiny,i'm happy she is alive, but o"
207,The baby looks like in pa,The baby looks healthy and being taken care of,,The baby looks like in pa,,The baby looks healthy and being taken care of
208,This guy must be going through a very hard time in his life.,Maybe he's finally deciding to quit drugs.,,This guy must be going through a very hard time in his life.,,Maybe he's finally deciding to quit drugs.
209,looks like he is on dope of some kind.  Sad for him.,Hopefully this is a safe and clean injection site with help immediately available,,looks like he is on dope of some kind.  Sad for him.,,Hopefully this is a safe and clean injection site with help immediately available
210,I hope the guy gets help.,That's rough!  Heroin addict just got his fix.,,I hope the guy gets help.,,That's rough!  Heroin addict just got his fix.
